  time (s)              T(t) (K)              P(t) (Pa)           Kinetic En. (n.u.)     Potential En. (n.u.) Total En. (n.u.)
  2.2000e-12           41.06466632            0.00000000       12246.30808705         -719.88510006        11526.42298699 
  2.2020e-12           41.06322368            0.00000000       12245.87786360         -719.02414817        11526.85371543 
  2.2040e-12           41.06123955            0.00000000       12245.28615543         -717.84027423        11527.44588120 
  2.2060e-12           41.05872805            0.00000000       12244.53717547         -716.34189017        11528.19528530 
  2.2080e-12           41.05570465            0.00000000       12243.63553722         -714.53818702        11529.09735020 
  2.2100e-12           41.05218696      1784433.71367687       12242.58649248         -712.43961376        11530.14687872 
  2.2120e-12           41.04819605            0.00000000       12241.39632411         -710.05866745        11531.33765666 
  2.2140e-12           41.04375776            0.00000000       12240.07273566         -707.41067854        11532.66205713 
  2.2160e-12           41.03890464            0.00000000       12238.62543857         -704.51499308        11534.11044550 
  2.2180e-12           41.03367761            0.00000000       12237.06663180         -701.39594150        11535.67069030 
  2.2200e-12           41.02812733            0.00000000       12235.41142735         -698.08370049        11537.32772685 
  2.2220e-12           41.02231515            0.00000000       12233.67811842         -694.61484045        11539.06327797 
  2.2240e-12           41.01631318            0.00000000       12231.88821054         -691.03239764        11540.85581289 
  2.2260e-12           41.01020338            0.00000000       12230.06614640         -687.38533054        11542.68081586 
  2.2280e-12           41.00407547      5184261.85612909       12228.23868145         -683.72727169        11544.51140976 
  2.2300e-12           40.99805391            0.00000000       12226.44293045         -680.13261917        11546.31031128 
  2.2320e-12           40.99220110            0.00000000       12224.69750348         -676.63877699        11548.05872649 
  2.2340e-12           40.98660674            0.00000000       12223.02915513         -673.29944674        11549.72970839 
  2.2360e-12           40.98135107            0.00000000       12221.46180681         -670.16263948        11551.29916733 
  2.2380e-12           40.97650052            0.00000000       12220.01527697         -667.26810982        11552.74716715 
  2.2400e-12           40.97210481            0.00000000       12218.70438720         -664.64554842        11554.05883878 
  2.2420e-12           40.96819560            0.00000000       12217.53858375         -662.31381712        11555.22476664 
  2.2440e-12           40.96478721      1772702.74889447       12216.52213089         -660.28134162        11556.24078927 
  2.2460e-12           40.96187940            0.00000000       12215.65496612         -658.54784116        11557.10712496 
  2.2480e-12           40.95945987            0.00000000       12214.93341352         -657.10578313        11557.82763039 
  2.2500e-12           40.95750989      1605917.46064588       12214.35188761         -655.94382184        11558.40806577 
  2.2520e-12           40.95601373            0.00000000       12213.90570550         -655.05245040        11558.85325510 
  2.2540e-12           40.95494547            0.00000000       12213.58712901         -654.41610418        11559.17102483 
  2.2560e-12           40.95428791      5324031.53961061       12213.39102866         -654.02449739        11559.36653127 
  2.2580e-12           40.95402888      8332018.51056141       12213.31378198         -653.87041743        11559.44336456 
  2.2600e-12           40.95415913            0.00000000       12213.35262625         -653.94841948        11559.40420677 
  2.2620e-12           40.95466862            0.00000000       12213.50456576         -654.25262481        11559.25194095 
  2.2640e-12           40.95554797      1766945.39451109       12213.76680470         -654.77756798        11558.98923671 
  2.2660e-12           40.95678387            0.00000000       12214.13537588         -655.51543696        11558.61993892 
  2.2680e-12           40.95835612      3731029.27253388       12214.60425131         -656.45427946        11558.14997185 
  2.2700e-12           40.96023718      1744632.43391300       12215.16522063         -657.57774904        11557.58747158 
  2.2720e-12           40.96238510      8270637.52243702       12215.80577333         -658.86086268        11556.94491066 
  2.2740e-12           40.96478289            0.00000000       12216.52084514         -660.29349070        11556.22735444 
  2.2760e-12           40.96733187            0.00000000       12217.28100207         -661.81672281        11555.46427926 
  2.2780e-12           40.96995809            0.00000000       12218.06419223         -663.38637529        11554.67781694 
  2.2800e-12           40.97257933            0.00000000       12218.84589992         -664.95330238        11553.89259754 
  2.2820e-12           40.97510810            0.00000000       12219.60002807         -666.46516604        11553.13486204 
  2.2840e-12           40.97745525      1746416.84999727       12220.29999593         -667.86863729        11552.43135864 
  2.2860e-12           40.97953449            0.00000000       12220.92006716         -669.11205936        11551.80800780 
  2.2880e-12           40.98126637            0.00000000       12221.43654788         -670.14785171        11551.28869617 
  2.2900e-12           40.98258370            0.00000000       12221.82940283         -670.93575216        11550.89365067 
